chunk_0000.wav|ín dio zi nho, um Indiozinho, um Indiozinho, dois indiozinhos|ín dio zi nho, um Indiozinho, um Indiozinho, dois indiozinhos
chunk_0286.wav|O ar fica mais fresquinho e as folhas começam a trocar de roupa anunciando a chegada do Outono olhem como as folhas|O ar fica mais fresquinho e as folhas começam a trocar de roupa anunciando a chegada do Outono olhem como as folhas
chunk_0287.wav|tão ficando coloridas parece que a floresta está se pintando e eu adoro o barulhinho das folhas secas quando a gente pisa nelas|tão ficando coloridas parece que a floresta está se pintando e eu adoro o barulhinho das folhas secas quando a gente pisa nelas
chunk_0288.wav|a gente colecionar folhas dá para a gente estudar as cores e forma delas ótima ideia Juba cada folhinha conta uma história da árvore|a gente colecionar folhas dá para a gente estudar as cores e forma delas ótima ideia Juba cada folhinha conta uma história da árvore
chunk_0289.wav|Mas por que as folhas caem giramile elas caem porque as árvores estão se preparando para um friozinho do inverno economizando|Mas por que as folhas caem giramile elas caem porque as árvores estão se preparando para um friozinho do inverno economizando
chunk_0290.wav|tia então é para elas ficarem mais fortes exatamente tromba é uma lição bem legal de como a natureza se cuida|tia então é para elas ficarem mais fortes exatamente tromba é uma lição bem legal de como a natureza se cuida
chunk_0291.wav|temperatura cai e a primeira Neve começa a cair bem devagarzinho o inverno chegou trazendo um tapetinho branco e uma paz|temperatura cai e a primeira Neve começa a cair bem devagarzinho o inverno chegou trazendo um tapetinho branco e uma paz
chunk_0292.wav|gostosa olhem como tudo fica tão quietinho e branco com a neve e tão friozinho também mas é tão bonito|gostosa olhem como tudo fica tão quietinho e branco com a neve e tão friozinho também mas é tão bonito
chunk_0293.wav|é um barulhinho crocante Que tal a gente fazer um boneco de neve Enquanto vocês brincam Que tal aprendermos um pouco|é um barulhinho crocante Que tal a gente fazer um boneco de neve Enquanto vocês brincam Que tal aprendermos um pouco
chunk_0294.wav|eu quero saber por que fica tão frio a neve faz um barulho engraçado quando a gente pisa nela né no in|eu quero saber por que fica tão frio a neve faz um barulho engraçado quando a gente pisa nela né no in
chunk_0295.wav|a nossa parte da terra se afasta um pouquinho do sol aí a gente percebe menos calor e luz e os dias ficam mais curtinhos né|a nossa parte da terra se afasta um pouquinho do sol aí a gente percebe menos calor e luz e os dias ficam mais curtinhos né
chunk_0296.wav|isso mesmo tromba e muitos bichinhos dormem durante o inverno para economizar energia dormir no inverno mas|isso mesmo tromba e muitos bichinhos dormem durante o inverno para economizar energia dormir no inverno mas
chunk_0297.wav|fazem isso Eles dormem um soninho bem gostoso durante os meses frios economizando assim energia porque a comida é mais difícil de|fazem isso Eles dormem um soninho bem gostoso durante os meses frios economizando assim energia porque a comida é mais difícil de
chunk_0298.wav|eu queria dormir tanto assim e o que a gente pode fazer para ajudar os bichinhos no inverno podemos deixar comidinha|eu queria dormir tanto assim e o que a gente pode fazer para ajudar os bichinhos no inverno podemos deixar comidinha
chunk_0299.wav|aí eles em lugares Seguros como Sementinha para os pássaros que não vão embora vamos fazer isso seria uma maneira bem legal de cuidar dos nossos|aí eles em lugares Seguros como Sementinha para os pássaros que não vão embora vamos fazer isso seria uma maneira bem legal de cuidar dos nossos
chunk_0300.wav|que Aventura Incrível pelas estações do ano aprendi tantas coisas legais sobre como a natureza muda e sobre como a gente pode|que Aventura Incrível pelas estações do ano aprendi tantas coisas legais sobre como a natureza muda e sobre como a gente pode
chunk_0301.wav|para os nossos amiguinhos também cada Estação tem seu charme e agora a gente pode aproveitar cada uma delas ainda mais isso|para os nossos amiguinhos também cada Estação tem seu charme e agora a gente pode aproveitar cada uma delas ainda mais isso
chunk_0302.wav|a natureza é cheia de mistérios esperando para serem descobertos sigam sempre curiosos e pronto para aprender mais e mais|a natureza é cheia de mistérios esperando para serem descobertos sigam sempre curiosos e pronto para aprender mais e mais
chunk_0303.wav|E agora o que acham de escutar a musiquinha rotina da giramille para nos divertirmos mais um pouco é muito divertido|E agora o que acham de escutar a musiquinha rotina da giramille para nos divertirmos mais um pouco é muito divertido
chunk_0304.wav|Oba então vamos nessa melhor amigas Mili Mili beijos para você Olá amigas vamos nos Avent|Oba então vamos nessa melhor amigas Mili Mili beijos para você Olá amigas vamos nos Avent
chunk_0305.wav|Que tal aprender sobre diferentes formatos que encontramos na natureza vamos nos aventurar e nos divertir que legal|Que tal aprender sobre diferentes formatos que encontramos na natureza vamos nos aventurar e nos divertir que legal
chunk_0306.wav|Aventura é comigo mesmo Como vamos fazer isso Tai vamos caminhar pela selva e prestar atenção nas formas|Aventura é comigo mesmo Como vamos fazer isso Tai vamos caminhar pela selva e prestar atenção nas formas
chunk_0307.wav|só o nosso redor entendi Thai a natureza pode ter várias formas conte comigo nessa olha juba|só o nosso redor entendi Thai a natureza pode ter várias formas conte comigo nessa olha juba
chunk_0308.wav|aquela nuvem parece um coração É verdade pai o coração é tão bonito e ele o sol fora|aquela nuvem parece um coração É verdade pai o coração é tão bonito e ele o sol fora
chunk_0309.wav|como brilhante que maravilha vamos encontrar mais formas interessantes Que tal uma nova|como brilhante que maravilha vamos encontrar mais formas interessantes Que tal uma nova
chunk_0310.wav|brincadeira Eba pronto para desafio Tai eu vou falar em formato e você tenta|brincadeira Eba pronto para desafio Tai eu vou falar em formato e você tenta
chunk_0311.wav|algo parecido ao nosso redor aqui está o primeiro formato um triângulo olha Tai aquela|algo parecido ao nosso redor aqui está o primeiro formato um triângulo olha Tai aquela
chunk_0312.wav|tem uma forma parecida com triângulo é tem mesmo você realmente é um bom observador|tem uma forma parecida com triângulo é tem mesmo você realmente é um bom observador
chunk_0313.wav|parabéns agora vamos encontrar mais formas agora tai e você também eu|parabéns agora vamos encontrar mais formas agora tai e você também eu
chunk_0314.wav|vocês acharem alguma coisa com formato retangular Será que vocês conseguem isso mesmo|vocês acharem alguma coisa com formato retangular Será que vocês conseguem isso mesmo
chunk_0315.wav|ali está ele uma pedra retangular parabéns melhor amigos parabéns|ali está ele uma pedra retangular parabéns melhor amigos parabéns
chunk_0316.wav|você é muito bom em achar as coisas agora vamos andando que as formas|você é muito bom em achar as coisas agora vamos andando que as formas
chunk_0317.wav|estão se encerrando vamos nessa olha Juba aquele Riacho forma curvas como um círculo|estão se encerrando vamos nessa olha Juba aquele Riacho forma curvas como um círculo
chunk_0318.wav|e aquelas folhas caídas se parecem com retângulos você é muito esperto juba|e aquelas folhas caídas se parecem com retângulos você é muito esperto juba
chunk_0319.wav|Obrigado Thai Você também é genial obrigada por explorar os formatos com a gente melhor|Obrigado Thai Você também é genial obrigada por explorar os formatos com a gente melhor
chunk_0320.wav|foi muito divertido descobrir tantas formas na selva agora podemos ouvir a musiquinha|foi muito divertido descobrir tantas formas na selva agora podemos ouvir a musiquinha
chunk_0321.wav|para celebrar a nossa aventura vai ser demais Tai até|para celebrar a nossa aventura vai ser demais Tai até
chunk_0322.wav|Mili Mili beijos tchau pessoal nos vemos na próxima Aventura arroz tromba parece que hoje|Mili Mili beijos tchau pessoal nos vemos na próxima Aventura arroz tromba parece que hoje
chunk_0323.wav|uma missão muito importante cuidado tromba O que é isso parece um mapa do tesouro precisamos usar|uma missão muito importante cuidado tromba O que é isso parece um mapa do tesouro precisamos usar
chunk_0324.wav|armas secretas repelente e roupas de proteção ativar vamos procurar pistas O Tesouro da prevenção|armas secretas repelente e roupas de proteção ativar vamos procurar pistas O Tesouro da prevenção
chunk_0325.wav|dengue deve estar escondido aqui em algum lugar para se proteger da dengue devemos usar repelente e roupas de manga comprida é|dengue deve estar escondido aqui em algum lugar para se proteger da dengue devemos usar repelente e roupas de manga comprida é
chunk_0326.wav|não deixar recipientes como pneus garrafas e lata acumularem água com essas dicas podemos nos proteger|não deixar recipientes como pneus garrafas e lata acumularem água com essas dicas podemos nos proteger
chunk_0327.wav|será nossa família viva hoje fomos verdadeiros heróis tromba conseguimos proteger nossa casa da terrível dengue|será nossa família viva hoje fomos verdadeiros heróis tromba conseguimos proteger nossa casa da terrível dengue
chunk_0328.wav|agora todos nós estamos Seguros depois de se proteger contra a dengue O que acham de escutar a musiquinha rotina da giramille eu adoro|agora todos nós estamos Seguros depois de se proteger contra a dengue O que acham de escutar a musiquinha rotina da giramille eu adoro
chunk_0329.wav|a musiquinha vamos lá Mili Mili beijos para você mamãe e papai Acesse o site da giramille e tem acesso a|a musiquinha vamos lá Mili Mili beijos para você mamãe e papai Acesse o site da giramille e tem acesso a
chunk_0330.wav|atividades e conteúdos gratuitos conheça a lojinha da giramille na Mile Store acesse já www.giramundo.org|atividades e conteúdos gratuitos conheça a lojinha da giramille na Mile Store acesse já www.giramundo.org
chunk_0331.wav|com.br Olá melhor amigos hoje me deu uma vontade de dançar o que acham de escutar comigo a musiquinha|com.br Olá melhor amigos hoje me deu uma vontade de dançar o que acham de escutar comigo a musiquinha
chunk_0332.wav|gira gira Mili e aprender a dançar como a Jamily e depois podemos aprender quais são os sintomas da Dengue vamos lá|gira gira Mili e aprender a dançar como a Jamily e depois podemos aprender quais são os sintomas da Dengue vamos lá
chunk_0333.wav|Mili Mili beijos para você olá minha amigos o que acham de escutar comigo a musiquinha rotina da G|Mili Mili beijos para você olá minha amigos o que acham de escutar comigo a musiquinha rotina da G
chunk_0334.wav|e depois para nos divertirmos ainda mais podemos aprender a fazer origamis vamos lá Mili Mili beijos para você|e depois para nos divertirmos ainda mais podemos aprender a fazer origamis vamos lá Mili Mili beijos para você
chunk_0335.wav|parece que o tempo não está em nosso favor hoje mas está tudo bem nem todos os dias serão perfeitos|parece que o tempo não está em nosso favor hoje mas está tudo bem nem todos os dias serão perfeitos
chunk_0336.wav|é uma boa chance para pensarmos em como melhorar ainda mais a nossa barraca e talvez planejar para quando o tempo estiver|é uma boa chance para pensarmos em como melhorar ainda mais a nossa barraca e talvez planejar para quando o tempo estiver
chunk_0337.wav|posso fazer uma cobertura ainda maior para barraca assim mesmo se chover as pessoas podem ficar secas enquanto bebe|posso fazer uma cobertura ainda maior para barraca assim mesmo se chover as pessoas podem ficar secas enquanto bebe
chunk_0338.wav|limonada e eu posso usar esse tempo para aprender ainda mais truques e tornar nosso show ainda melhor ótima ideia amigo|limonada e eu posso usar esse tempo para aprender ainda mais truques e tornar nosso show ainda melhor ótima ideia amigo
chunk_0339.wav|então Mãos à Obra até agora não apareceu nenhum cliente Isso é muito ruim como vamos|então Mãos à Obra até agora não apareceu nenhum cliente Isso é muito ruim como vamos
chunk_0340.wav|comprar brinquedos para todos e agora o que faremos nem a cobertura da barraca adiantou não conseguimos nenhum cliente|comprar brinquedos para todos e agora o que faremos nem a cobertura da barraca adiantou não conseguimos nenhum cliente
chunk_0341.wav|Isso é muito ruim Não fiquem tristes minha amigos dias ruins acontecem mas não devemos nos esquecer que os dias|Isso é muito ruim Não fiquem tristes minha amigos dias ruins acontecem mas não devemos nos esquecer que os dias
chunk_0342.wav|já arrecadamos dinheiro para comprar brinquedos e com eles Podemos dividir com a turma toda vai ser muito divertido|já arrecadamos dinheiro para comprar brinquedos e com eles Podemos dividir com a turma toda vai ser muito divertido
chunk_0343.wav|não precisamos nos preocupar você tem razão giramille Podemos dividir assim todos conseguem brincar e ninguém fica de fora|não precisamos nos preocupar você tem razão giramille Podemos dividir assim todos conseguem brincar e ninguém fica de fora
chunk_0344.wav|viram só mesmo em dias ruins aprendemos algumas lições hoje mesmo não conseguimos vender a nossa limonada mas|viram só mesmo em dias ruins aprendemos algumas lições hoje mesmo não conseguimos vender a nossa limonada mas
chunk_0345.wav|aprendemos que ajustes são necessários e que sempre podemos melhorar e também é muito importante dividir as nossas coisas com os nossos amigos para ninguém|aprendemos que ajustes são necessários e que sempre podemos melhorar e também é muito importante dividir as nossas coisas com os nossos amigos para ninguém
chunk_0346.wav|ficar de fora e agora nossa barraca está pronta para qualquer tempo estamos preparados para o sol e a chuva e|ficar de fora e agora nossa barraca está pronta para qualquer tempo estamos preparados para o sol e a chuva e
chunk_0347.wav|truques para mostrar quando o sol voltar todos vão ficar Encantados quando verem os malabares que eu aprendi a fazer hoje foi diferente|truques para mostrar quando o sol voltar todos vão ficar Encantados quando verem os malabares que eu aprendi a fazer hoje foi diferente
chunk_0348.wav|mas nem todos os dias vão ser como planejamos mas ainda assim foi especial ficamos juntos e superamos mais um desafio|mas nem todos os dias vão ser como planejamos mas ainda assim foi especial ficamos juntos e superamos mais um desafio
chunk_0349.wav|amanhã é um novo dia estaremos prontos para ele não importa o que aconteça e sempre nos divertimos não importa|amanhã é um novo dia estaremos prontos para ele não importa o que aconteça e sempre nos divertimos não importa
chunk_0350.wav|e o que vocês acham de e o que vocês acham de tomar um copo de suco ouvindo a musiquinha amigos para sempre para|e o que vocês acham de e o que vocês acham de tomar um copo de suco ouvindo a musiquinha amigos para sempre para
chunk_0351.wav|vai ser divertido Eba até a próxima Mili Mili beijos para você olá minha amigo|vai ser divertido Eba até a próxima Mili Mili beijos para você olá minha amigo
chunk_0352.wav|Venha conhecer a TV giramille 24 horas por dia sem intervalos inscreva-se em nosso canal E não se esqueça de|Venha conhecer a TV giramille 24 horas por dia sem intervalos inscreva-se em nosso canal E não se esqueça de
chunk_0353.wav|seu joinha Olá minha amigo estou passando para te convidar a se inscrever no nosso canal do YouTube peça|seu joinha Olá minha amigo estou passando para te convidar a se inscrever no nosso canal do YouTube peça
chunk_0354.wav|Olá minha amigos hoje temos uma tarefa muito importante e especial Vamos ensinar a Nina sobre|Olá minha amigos hoje temos uma tarefa muito importante e especial Vamos ensinar a Nina sobre
chunk_0355.wav|as frutas são muito nutritivas e saudáveis além de serem deliciosas vocês gostam de frutas milho amigos|as frutas são muito nutritivas e saudáveis além de serem deliciosas vocês gostam de frutas milho amigos
chunk_0356.wav|Eu também adoro comer frutas e a Minha fruta favorita é uma mão e a sua amiga amigo Qual sua fruta favorita|Eu também adoro comer frutas e a Minha fruta favorita é uma mão e a sua amiga amigo Qual sua fruta favorita
chunk_0357.wav|que delícia eu também adoro essa fruta ela é muito saudável não é mesmo giramille é verdade Google|que delícia eu também adoro essa fruta ela é muito saudável não é mesmo giramille é verdade Google
chunk_0358.wav|muito saudável ela é uma delícia agora vamos lá amigas vamos ver qual vai ser a fruta favorita da Nina aqui|muito saudável ela é uma delícia agora vamos lá amigas vamos ver qual vai ser a fruta favorita da Nina aqui
chunk_0359.wav|cesto trouxe várias frutas muito saborosas para Nina experimentar vamos começar pela fruta roxa Vocês conseguem ver a fruta|cesto trouxe várias frutas muito saborosas para Nina experimentar vamos começar pela fruta roxa Vocês conseguem ver a fruta
chunk_0360.wav|isso aí essa é a uva ela tem a cor roxa muito bem então menina elas|isso aí essa é a uva ela tem a cor roxa muito bem então menina elas
chunk_0361.wav|tão docinhas só cuidado com o caroço Nossa amiga amigos Isso é realmente maravilhoso eu adoro|tão docinhas só cuidado com o caroço Nossa amiga amigos Isso é realmente maravilhoso eu adoro
chunk_0362.wav|isso mesmo Nina por isso temos sempre que dar uma chance para experimentar novas frutas e outros alimentos saudáveis|isso mesmo Nina por isso temos sempre que dar uma chance para experimentar novas frutas e outros alimentos saudáveis
chunk_0363.wav|sabia que iria gostar agora eu escolho Nina eu acho que você vai gostar mais da fruta amarela|sabia que iria gostar agora eu escolho Nina eu acho que você vai gostar mais da fruta amarela
chunk_0364.wav|conseguem ver a fruta amarela da Emília amigos sim essa é a fruta amarela ela é a banana e macacos adoram|conseguem ver a fruta amarela da Emília amigos sim essa é a fruta amarela ela é a banana e macacos adoram
chunk_0365.wav|então menina tenho certeza que você vai adorar Nossa eu sei realmente Minha fruta favorita banana|então menina tenho certeza que você vai adorar Nossa eu sei realmente Minha fruta favorita banana
chunk_0366.wav|muito saborosas Com certeza é Minha fruta favorita agora Faltou só uma fruta para neném experimentar ela tem|muito saborosas Com certeza é Minha fruta favorita agora Faltou só uma fruta para neném experimentar ela tem
chunk_0367.wav|vermelha você consegue ver qual fruta sobrou com a cor vermelha isso essa fruta se chama maçã é a|vermelha você consegue ver qual fruta sobrou com a cor vermelha isso essa fruta se chama maçã é a
chunk_0368.wav|A Favorita e vocês também gostam de maçã eba é muito saborosa giramille que|A Favorita e vocês também gostam de maçã eba é muito saborosa giramille que
chunk_0369.wav|que delícia sabia que você iria gostar Nina agora você conheceu várias frutas novas e está bem saudável parabéns|que delícia sabia que você iria gostar Nina agora você conheceu várias frutas novas e está bem saudável parabéns
chunk_0370.wav|Obrigada giramile Hoje foi um dia muito saboroso ensinar a Nina sobre as frutas|Obrigada giramile Hoje foi um dia muito saboroso ensinar a Nina sobre as frutas
chunk_0371.wav|foi muito divertido Foi mesmo agora ela vai crescer fortinha para poder pular em vários Galhos por aí|foi muito divertido Foi mesmo agora ela vai crescer fortinha para poder pular em vários Galhos por aí
chunk_0372.wav|viram só milho amigos a Nina gostou de todas as frutas qual fruta você acha que ela mais gostou eu também acho|viram só milho amigos a Nina gostou de todas as frutas qual fruta você acha que ela mais gostou eu também acho
chunk_0373.wav|ela gostou muito de bananas e você gosta de bananas Eu também gosto hoje aprendemos várias coisas|ela gostou muito de bananas e você gosta de bananas Eu também gosto hoje aprendemos várias coisas
chunk_0374.wav|além das cores também aprendemos que é muito importante comer frutas e dar uma chance para novos sabores assim como a Nina você|além das cores também aprendemos que é muito importante comer frutas e dar uma chance para novos sabores assim como a Nina você
chunk_0375.wav|com sabores das frutas Falando nisso que tal escutar a musiquinha meu lanchinho para comemorar esse dia|com sabores das frutas Falando nisso que tal escutar a musiquinha meu lanchinho para comemorar esse dia
chunk_0376.wav|Então vamos nessa Mili Mili beijos para você hoje vamos participar de uma aventura muito emocionante hoje a|Então vamos nessa Mili Mili beijos para você hoje vamos participar de uma aventura muito emocionante hoje a
chunk_0377.wav|vai ser em uma super corrida de carros esses serão os nossos carros Juba Thai tromba|vai ser em uma super corrida de carros esses serão os nossos carros Juba Thai tromba
chunk_0378.wav|sim tuco Nina Guga e mico|sim tuco Nina Guga e mico
chunk_0379.wav|pronto para acelerar e mostrar minha habilidade hoje ninguém me ultrapassa Vamos mostrar nosso melhor equipe e hora de brilhar que|pronto para acelerar e mostrar minha habilidade hoje ninguém me ultrapassa Vamos mostrar nosso melhor equipe e hora de brilhar que
chunk_0380.wav|seja emocionante e que vença o mais veloz pilotos preparem-se agora é hora de acelerar e|seja emocionante e que vença o mais veloz pilotos preparem-se agora é hora de acelerar e
chunk_0381.wav|largada e hora de mostrar minha velocidade cuidado na curva Ela é cheia de surpresas|largada e hora de mostrar minha velocidade cuidado na curva Ela é cheia de surpresas
chunk_0382.wav|comi a super velocidade eu acho que vou chegar primeiro abre caminho que estou passando|comi a super velocidade eu acho que vou chegar primeiro abre caminho que estou passando
chunk_0383.wav|Com licença vou nessa técnica incrível ele tem Uau ele realmente entende sobre corrida|Com licença vou nessa técnica incrível ele tem Uau ele realmente entende sobre corrida
chunk_0384.wav|ainda não acabou estou logo atrás de você Isso é uma corrida e que corrida quem será|ainda não acabou estou logo atrás de você Isso é uma corrida e que corrida quem será
chunk_0385.wav|e que disputa emocionante Estou quase lá só mais um impulso que final é Ener|e que disputa emocionante Estou quase lá só mais um impulso que final é Ener
chunk_0386.wav|ele pode fazer isso ele vai conseguir eu pensei isso Nico é o novo campeão|ele pode fazer isso ele vai conseguir eu pensei isso Nico é o novo campeão
chunk_0387.wav|Obrigado a todos foi uma corrida Espetacular incrível você é um verdadeiro campeão aprendemos muito|Obrigado a todos foi uma corrida Espetacular incrível você é um verdadeiro campeão aprendemos muito
chunk_0388.wav|determinação e espírito esportivo hoje todos nós podemos alcançar coisas incríveis não importa os desafios mal|determinação e espírito esportivo hoje todos nós podemos alcançar coisas incríveis não importa os desafios mal
chunk_0389.wav|esperar pela próxima corrida juntos Parabéns Nico você tem muito talento obrigado giramile obrigada amigas|esperar pela próxima corrida juntos Parabéns Nico você tem muito talento obrigado giramile obrigada amigas
chunk_0390.wav|foi uma aventura emocionante Hoje nós não ganhamos a corrida mas ganhamos um novo melhor amigo isso não é incrível é muito bom|foi uma aventura emocionante Hoje nós não ganhamos a corrida mas ganhamos um novo melhor amigo isso não é incrível é muito bom
chunk_0391.wav|ver novos amigos é mesmo Jeremia assim que todos nós saímos ganhando É isso aí e ainda temos a corrida|ver novos amigos é mesmo Jeremia assim que todos nós saímos ganhando É isso aí e ainda temos a corrida
chunk_0392.wav|valendo um super troféu de Mili velocidade vai ser muito divertido Então vamos para a próxima corrida|valendo um super troféu de Mili velocidade vai ser muito divertido Então vamos para a próxima corrida
chunk_0393.wav|nessa e agora quem será o novo ganhador da próxima corrida fiquem ligadinhos no próximo Episódio quinta-feira|nessa e agora quem será o novo ganhador da próxima corrida fiquem ligadinhos no próximo Episódio quinta-feira
chunk_0394.wav|Mili Mili beijos para você que calor se eu pudesse tomar algo gelado delicioso agora que tal|Mili Mili beijos para você que calor se eu pudesse tomar algo gelado delicioso agora que tal
chunk_0395.wav|fizessemos algo especial uma limonada mágica que refresca e diverte E se a gente montasse um circo de limonada|fizessemos algo especial uma limonada mágica que refresca e diverte E se a gente montasse um circo de limonada
chunk_0396.wav|um lugar cheio de cores músicas e Sabores isso sou incrível Imaginem só um toldo colorido|um lugar cheio de cores músicas e Sabores isso sou incrível Imaginem só um toldo colorido
chunk_0397.wav|bandeirinhas alegres um pouco de apresentações podemos pegar esse dinheiro e comprar brinquedos novos ia|bandeirinhas alegres um pouco de apresentações podemos pegar esse dinheiro e comprar brinquedos novos ia
chunk_0398.wav|muito divertido é verdade eu posso cuidar do dinheiro e dos números porque eu adoro matemática e eu posso fazer|muito divertido é verdade eu posso cuidar do dinheiro e dos números porque eu adoro matemática e eu posso fazer
chunk_0399.wav|Imaginem só balões fitas e até mesmo um pequeno palco e eu posso ser o artista vou|Imaginem só balões fitas e até mesmo um pequeno palco e eu posso ser o artista vou
chunk_0400.wav|Ligar malabarismo e até um pouco de mágica para entreter nossos clientes eles vão adorar perfeito cada um de nós tem uma ta|Ligar malabarismo e até um pouco de mágica para entreter nossos clientes eles vão adorar perfeito cada um de nós tem uma ta
chunk_0401.wav|especial Vamos criar o melhor ciclo de limonada de Todos precisamos de muitos Limões água e|especial Vamos criar o melhor ciclo de limonada de Todos precisamos de muitos Limões água e
chunk_0402.wav|gelo para manter Nossa limonada fresquinha vou usar essas lonas coloridas para fazer nosso toldo E que tal blusa|gelo para manter Nossa limonada fresquinha vou usar essas lonas coloridas para fazer nosso toldo E que tal blusa
chunk_0403.wav|para chamar mais atenção e eu Vou praticar esses truques novos todo mundo vai adorar no parque|para chamar mais atenção e eu Vou praticar esses truques novos todo mundo vai adorar no parque
chunk_0404.wav|amigos montam a estande eles trabalham juntos cada um adicionando um toque especial a barraca rapidamente ela|amigos montam a estande eles trabalham juntos cada um adicionando um toque especial a barraca rapidamente ela
chunk_0405.wav|Vamos colocar o caixa aqui e o espaço para preparar a limonada ali tuco como estão indo as decorações quase pronto|Vamos colocar o caixa aqui e o espaço para preparar a limonada ali tuco como estão indo as decorações quase pronto
chunk_0406.wav|as bandeirinhas e Os Balões já estão no lugar Acabei de fazer a minha primeira limonada está uma maravilha e eu estou pronto para o show|as bandeirinhas e Os Balões já estão no lugar Acabei de fazer a minha primeira limonada está uma maravilha e eu estou pronto para o show
chunk_0407.wav|vamos fazer desse dia o melhor de todos bem-vindos ao nosso círculo de limonada Esperamos que gostem da nossa l|vamos fazer desse dia o melhor de todos bem-vindos ao nosso círculo de limonada Esperamos que gostem da nossa l
chunk_0408.wav|especial e do show incrível isso parece melhor que chocolate que eu faço para madrinha um copo de limonada por favor|especial e do show incrível isso parece melhor que chocolate que eu faço para madrinha um copo de limonada por favor
chunk_0409.wav|Claro é para já saindo uma limonada fresquinha para borboletinha e para você um show enquanto espera Ufa esse|Claro é para já saindo uma limonada fresquinha para borboletinha e para você um show enquanto espera Ufa esse
chunk_0410.wav|o nosso último cliente vendemos todas as limonadas e foi um sucesso viva Nossa nós|o nosso último cliente vendemos todas as limonadas e foi um sucesso viva Nossa nós
chunk_0411.wav|muito hoje isso é fantástico vamos poder comprar muitos brinquedos Parabéns a todos o nosso circo foi um|muito hoje isso é fantástico vamos poder comprar muitos brinquedos Parabéns a todos o nosso circo foi um
chunk_0412.wav|Todos adoraram a limonada a decoração e o show tive uma ideia podemos pegar o dinheiro que arrecadamos nessa venda|Todos adoraram a limonada a decoração e o show tive uma ideia podemos pegar o dinheiro que arrecadamos nessa venda
chunk_0413.wav|para fazer outra ainda maior e expandir o nosso negócio assim podemos comprar presentes para todos os meus amigos|para fazer outra ainda maior e expandir o nosso negócio assim podemos comprar presentes para todos os meus amigos
chunk_0414.wav|Adorei essa ideia podemos fazer outra amanhã eu posso fazer novos truques vai ser demais posso pegar|Adorei essa ideia podemos fazer outra amanhã eu posso fazer novos truques vai ser demais posso pegar
chunk_0415.wav|várias ideias para fazer uma decoração de circo ainda maior e Assim podemos chegar no nosso objetivo para comprarmos outros brinquedos|várias ideias para fazer uma decoração de circo ainda maior e Assim podemos chegar no nosso objetivo para comprarmos outros brinquedos
chunk_0416.wav|pituco quando queremos muito uma coisa podemos empreender assim como lucro podemos comprar aquilo que tanto queremos|pituco quando queremos muito uma coisa podemos empreender assim como lucro podemos comprar aquilo que tanto queremos
chunk_0417.wav|lembrando sempre de pedir ajuda alguém responsável assim quando ficarmos maiores teremos várias ideias para colocar em prática Bom dia|lembrando sempre de pedir ajuda alguém responsável assim quando ficarmos maiores teremos várias ideias para colocar em prática Bom dia
chunk_0418.wav|família amigos Hoje iremos para o nosso segundo dia de venda vai ser muito divertido quem está preparado eu eu já|família amigos Hoje iremos para o nosso segundo dia de venda vai ser muito divertido quem está preparado eu eu já
chunk_0419.wav|vários tipos de malabares diferentes Olhem e eu já separei vários materiais para decorar o circo vai ficar|vários tipos de malabares diferentes Olhem e eu já separei vários materiais para decorar o circo vai ficar
chunk_0420.wav|Então vamos nessa que temos várias limonadas para vender hoje e agora amigas o que vamos fazer|Então vamos nessa que temos várias limonadas para vender hoje e agora amigas o que vamos fazer
chunk_0421.wav|como vamos vender Nossa limonada com essa chuva e agora o que vai acontecer com a nossa amiga|como vamos vender Nossa limonada com essa chuva e agora o que vai acontecer com a nossa amiga
chunk_0422.wav|vendinha será um sucesso Será que a chuva vai passar vamos torcer por eles a resposta estará no próximo Episódio|vendinha será um sucesso Será que a chuva vai passar vamos torcer por eles a resposta estará no próximo Episódio
chunk_0423.wav|Mili Mili beijos para você mamãe e papai assistindo assistir a Mili os seus filhos aprendem sobre diferentes culturas e|Mili Mili beijos para você mamãe e papai assistindo assistir a Mili os seus filhos aprendem sobre diferentes culturas e
chunk_0424.wav|Olá minhas amigas aqui vai uma milícia devemos sempre que escovar os dentes após as refeições|Olá minhas amigas aqui vai uma milícia devemos sempre que escovar os dentes após as refeições
chunk_0425.wav|e antes de dormir Olá minhas amigas eu e minha turminha estamos te esperando todos os dias em nosso canal do YouTube|e antes de dormir Olá minhas amigas eu e minha turminha estamos te esperando todos os dias em nosso canal do YouTube
chunk_0426.wav|Peça ajuda a um adulto|Peça ajuda a um adulto
